co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,timestamp
98.43,0.0,0.09,46.05,0.27,15.85,69.41,0.0,3,1778101200
98.46,0.0,0.09,47.04,0.26,15.98,68.44,0.0,3,1778104800
98.55,0.0,0.08,47.59,0.26,16.03,67.14,0.0,3,1778108400
98.55,0.0,0.08,47.16,0.26,15.95,65.85,0.0,3,1778112000
98.33,0.0,0.08,45.85,0.26,15.75,64.65,0.0,3,1778115600
97.99,0.0,0.09,44.59,0.27,15.45,62.98,0.0,3,1778119200
97.78,0.01,0.08,44.56,0.27,15.13,60.91,0.0,3,1778122800
97.91,0.01,0.06,46.49,0.28,14.93,58.71,0.0,3,1778126400
98.2,0.01,0.05,49.13,0.29,14.84,56.68,0.0,3,1778130000
98.36,0.01,0.04,50.67,0.29,14.78,55.09,0.0,3,1778133600
98.13,0.01,0.04,50.41,0.3,14.64,54.06,0.0,3,1778137200
97.28,0.01,0.04,48.84,0.3,14.38,53.31,0.0,3,1778140800
96.53,0.01,0.04,47.32,0.31,14.1,52.79,0.0,3,1778144400
95.98,0.01,0.05,46.97,0.32,13.83,52.34,0.0,3,1778148000
95.55,0.01,0.05,47.43,0.33,13.66,52.04,0.0,3,1778151600
95.29,0.01,0.06,48.19,0.33,13.65,52.36,0.0,3,1778155200
95.48,0.01,0.07,49.04,0.33,13.79,53.09,0.0,3,1778158800
95.53,0.0,0.09,49.57,0.33,13.98,54.03,0.0,3,1778162400
95.56,0.0,0.09,50.0,0.34,14.17,55.11,0.0,3,1778166000
95.42,0.0,0.09,50.49,0.35,14.3,56.06,0.0,3,1778169600
95.38,0.0,0.09,50.91,0.36,14.35,56.79,0.0,3,1778173200
95.3,0.0,0.09,51.51,0.36,14.35,57.18,0.0,3,1778176800
95.03,0.0,0.09,51.85,0.37,14.28,57.34,0.0,3,1778180400
94.7,0.0,0.09,51.86,0.37,14.24,57.63,0.0,3,1778184000
94.45,0.0,0.09,51.79,0.37,14.25,58.08,0.0,3,1778187600
94.38,0.0,0.09,51.75,0.37,14.32,58.77,0.0,3,1778191200
94.5,0.0,0.1,51.88,0.36,14.43,59.54,0.0,3,1778194800
94.61,0.0,0.1,51.94,0.36,14.54,60.08,0.0,3,1778198400
94.87,0.0,0.1,51.98,0.36,14.63,60.4,0.0,3,1778202000
95.09,0.0,0.12,52.06,0.35,14.65,60.19,0.0,3,1778205600
95.25,0.01,0.11,52.15,0.35,14.58,59.49,0.0,3,1778209200
95.34,0.02,0.09,52.31,0.34,14.39,58.36,0.0,3,1778212800
95.48,0.01,0.08,52.56,0.33,14.23,57.38,0.0,3,1778216400
95.54,0.01,0.06,52.37,0.33,14.11,56.72,0.0,3,1778220000
95.51,0.01,0.06,51.52,0.33,14.03,56.36,0.0,3,1778223600
95.25,0.01,0.05,49.78,0.33,14.03,56.31,0.0,3,1778227200
94.93,0.01,0.05,47.97,0.34,14.09,56.61,0.0,3,1778230800
94.68,0.01,0.05,46.94,0.34,14.22,57.15,0.0,3,1778234400
94.43,0.01,0.05,46.83,0.34,14.35,57.4,0.0,3,1778238000
94.36,0.01,0.06,47.63,0.35,14.46,57.31,0.0,3,1778241600
94.54,0.01,0.07,48.99,0.35,14.59,57.27,0.0,3,1778245200
94.89,0.0,0.09,50.18,0.35,14.73,57.37,0.0,3,1778248800
95.15,0.0,0.1,51.02,0.35,14.88,57.69,0.0,3,1778252400
95.26,0.0,0.1,51.16,0.35,15.01,58.1,0.0,3,1778256000
95.45,0.0,0.09,50.91,0.35,15.19,58.87,0.0,3,1778259600
95.59,0.0,0.09,50.55,0.35,15.37,59.77,0.0,3,1778263200
95.7,0.0,0.09,50.29,0.35,15.49,60.49,0.0,3,1778266800
95.7,0.0,0.08,50.44,0.35,15.57,61.08,0.0,3,1778270400
95.65,0.0,0.08,51.1,0.34,15.6,61.65,0.0,3,1778274000
95.61,0.0,0.08,52.42,0.33,15.64,62.37,0.0,3,1778277600
95.48,0.0,0.08,53.96,0.32,15.74,63.31,0.0,3,1778281200
95.53,0.0,0.07,55.62,0.31,15.86,64.6,0.0,3,1778284800
95.58,0.0,0.07,57.22,0.3,16.01,65.94,0.0,3,1778288400
95.57,0.0,0.08,58.46,0.29,16.11,67.04,0.0,3,1778292000
95.59,0.01,0.08,59.26,0.28,16.14,67.6,0.0,3,1778295600
95.18,0.01,0.07,59.5,0.27,16.0,67.42,0.0,3,1778299200
94.86,0.01,0.05,59.39,0.26,15.84,66.83,0.0,3,1778302800
94.57,0.01,0.05,58.72,0.25,15.6,65.6,0.0,3,1778306400
94.1,0.01,0.04,57.62,0.25,15.3,63.93,0.0,3,1778310000
93.57,0.01,0.04,56.26,0.25,15.0,62.06,0.0,3,1778313600
93.16,0.01,0.04,55.14,0.25,14.76,60.18,0.0,3,1778317200
93.17,0.01,0.04,54.67,0.26,14.59,58.25,0.0,3,1778320800
92.88,0.01,0.04,54.22,0.27,14.42,55.89,0.0,3,1778324400
92.77,0.01,0.05,54.42,0.28,14.27,53.94,0.0,3,1778328000
93.03,0.01,0.06,55.4,0.28,14.17,52.61,0.0,3,1778331600
93.36,0.0,0.07,56.6,0.29,14.07,51.41,0.0,3,1778335200
93.61,0.0,0.08,58.03,0.29,14.01,50.62,0.0,3,1778338800
93.65,0.0,0.08,59.28,0.28,13.98,50.3,0.0,3,1778342400
93.92,0.0,0.08,60.6,0.28,14.05,50.6,0.0,3,1778346000
94.05,0.0,0.07,61.62,0.29,14.16,51.28,0.0,3,1778349600
93.86,0.0,0.07,62.35,0.29,14.22,52.03,0.0,3,1778353200
93.66,0.0,0.07,62.85,0.29,14.28,52.98,0.0,3,1778356800
93.25,0.0,0.07,63.01,0.3,14.35,53.93,0.0,3,1778360400
93.14,0.0,0.07,62.99,0.31,14.46,54.9,0.0,3,1778364000
92.79,0.0,0.07,63.06,0.32,14.58,55.91,0.0,3,1778367600
92.58,0.0,0.06,63.23,0.32,14.74,57.39,0.0,3,1778371200
92.39,0.0,0.06,63.88,0.32,14.99,59.8,0.0,3,1778374800
92.39,0.0,0.07,64.86,0.32,15.28,62.76,0.0,3,1778378400
92.59,0.0,0.07,65.95,0.32,15.55,65.6,0.0,3,1778382000
92.63,0.01,0.06,67.06,0.32,15.73,68.08,0.0,3,1778385600
92.57,0.01,0.05,66.99,0.31,15.83,69.21,0.0,3,1778389200
92.42,0.01,0.04,65.64,0.3,15.83,69.07,0.0,3,1778392800
91.98,0.01,0.04,63.35,0.29,15.71,67.74,0.0,3,1778396400
91.28,0.01,0.04,60.28,0.29,15.45,65.14,0.0,3,1778400000
90.67,0.01,0.04,57.84,0.28,15.16,62.6,0.0,3,1778403600
90.71,0.01,0.04,56.76,0.28,14.9,60.77,0.0,3,1778407200
90.43,0.01,0.04,56.7,0.28,14.6,59.31,0.0,3,1778410800
90.48,0.01,0.04,57.63,0.28,14.4,58.42,0.0,3,1778414400
90.95,0.01,0.06,58.89,0.29,14.36,58.19,0.0,3,1778418000
91.11,0.0,0.07,59.91,0.29,14.39,58.22,0.0,3,1778421600
91.26,0.0,0.08,60.58,0.3,14.48,58.64,0.0,3,1778425200
91.32,0.0,0.08,60.83,0.31,14.6,59.11,0.0,3,1778428800
91.39,0.0,0.08,60.93,0.31,14.71,59.61,0.0,3,1778432400
91.49,0.0,0.08,60.98,0.31,14.8,60.24,0.0,3,1778436000
91.51,0.0,0.08,60.82,0.31,14.82,60.84,0.0,3,1778439600
91.33,0.0,0.07,60.87,0.31,14.82,61.54,0.0,3,1778443200
91.28,0.0,0.07,60.69,0.3,14.83,62.07,0.0,3,1778446800
91.11,0.0,0.07,60.57,0.3,14.88,62.67,0.0,3,1778450400
90.92,0.0,0.07,60.51,0.31,14.97,63.34,0.0,3,1778454000
90.7,0.0,0.07,60.34,0.32,15.05,64.07,0.0,3,1778457600
89.67,0.0,0.1,63.39,0.4,18.91,77.34,0.0,3,1778547600
89.98,0.0,0.12,63.11,0.41,19.19,78.48,0.0,3,1778551200
90.3,0.01,0.13,63.23,0.41,19.33,77.85,0.0,3,1778554800
90.71,0.01,0.11,63.6,0.4,19.26,75.37,0.0,3,1778558400
91.07,0.01,0.09,64.49,0.38,19.16,72.07,0.0,3,1778562000
91.73,0.01,0.08,65.32,0.36,19.17,69.07,0.0,3,1778565600
92.61,0.01,0.06,66.51,0.34,19.47,67.93,0.0,3,1778569200
93.53,0.01,0.06,67.68,0.34,20.0,68.74,0.0,3,1778572800
94.26,0.01,0.05,68.18,0.34,20.65,70.83,0.0,3,1778576400
95.4,0.01,0.05,68.95,0.35,21.51,74.28,0.0,3,1778580000
95.59,0.01,0.05,69.0,0.37,22.13,77.6,0.0,3,1778583600
95.11,0.01,0.06,69.34,0.39,22.59,81.25,0.0,3,1778587200
95.1,0.01,0.08,70.84,0.42,23.32,86.76,0.0,3,1778590800
95.19,0.0,0.1,73.05,0.44,24.36,92.86,0.0,3,1778594400
95.69,0.0,0.11,75.89,0.46,25.9,99.49,0.0,3,1778598000
96.41,0.0,0.11,78.76,0.47,27.72,105.68,0.0,4,1778601600
97.78,0.0,0.11,82.08,0.5,30.08,112.7,0.0,4,1778605200
99.71,0.0,0.1,85.88,0.54,32.96,120.14,0.0,4,1778608800
101.65,0.0,0.1,89.7,0.6,35.98,126.38,0.0,4,1778612400
103.73,0.0,0.1,93.17,0.66,38.79,130.13,0.0,4,1778616000
105.67,0.0,0.1,95.99,0.71,41.0,130.58,0.0,4,1778619600
107.71,0.0,0.1,98.77,0.75,42.48,128.59,0.0,4,1778623200
109.5,0.0,0.1,101.39,0.79,42.81,124.42,0.0,4,1778626800
110.63,0.0,0.09,103.52,0.83,42.01,119.2,0.0,4,1778630400
111.18,0.0,0.09,104.77,0.87,40.36,113.31,0.0,4,1778634000
110.5,0.0,0.11,104.31,0.9,37.69,105.46,0.0,4,1778637600
109.42,0.01,0.12,102.13,0.89,34.26,96.66,0.0,3,1778641200
108.25,0.01,0.11,98.53,0.84,30.59,88.27,0.01,3,1778644800
106.32,0.01,0.09,93.43,0.75,27.02,80.22,0.02,3,1778648400
103.1,0.01,0.08,87.02,0.66,23.61,72.24,0.04,3,1778652000
99.42,0.01,0.08,80.4,0.58,20.64,65.28,0.06,3,1778655600
96.44,0.01,0.07,74.94,0.52,18.83,61.05,0.09,3,1778659200
94.92,0.01,0.07,71.13,0.48,18.36,59.45,0.13,3,1778662800
95.14,0.01,0.07,69.16,0.45,18.68,58.59,0.18,3,1778666400
96.39,0.01,0.07,68.49,0.43,19.08,57.38,0.23,3,1778670000
98.27,0.01,0.08,69.07,0.41,19.12,55.58,0.29,3,1778673600
100.55,0.01,0.09,70.15,0.39,18.86,53.59,0.34,3,1778677200
102.13,0.0,0.11,70.68,0.39,18.44,51.9,0.38,3,1778680800
103.73,0.0,0.11,71.06,0.39,17.95,50.08,0.42,3,1778684400
104.96,0.0,0.11,71.32,0.39,17.38,48.2,0.44,2,1778688000
105.83,0.0,0.11,70.88,0.38,16.75,46.28,0.42,2,1778691600
105.55,0.0,0.1,69.13,0.37,15.88,44.07,0.37,2,1778695200
103.04,0.0,0.1,65.74,0.37,14.71,41.72,0.3,2,1778698800
99.76,0.0,0.1,62.37,0.36,13.5,39.99,0.23,2,1778702400
96.36,0.0,0.1,59.54,0.36,12.38,38.7,0.17,2,1778706000
93.12,0.0,0.09,57.61,0.36,11.35,37.52,0.12,2,1778709600
90.25,0.0,0.09,56.09,0.36,10.56,36.94,0.09,2,1778713200
87.27,0.0,0.09,54.35,0.37,10.0,37.47,0.05,2,1778716800
84.18,0.0,0.09,52.42,0.38,9.57,38.57,0.01,2,1778720400
81.53,0.0,0.09,50.62,0.4,9.19,39.83,0.0,2,1778724000
79.22,0.01,0.09,49.13,0.4,8.81,40.72,0.0,2,1778727600
77.62,0.01,0.07,48.21,0.39,8.35,40.19,0.0,2,1778731200
76.63,0.01,0.06,47.44,0.37,7.95,39.07,0.0,2,1778734800
75.52,0.01,0.05,45.64,0.37,7.82,39.13,0.0,2,1778738400
75.03,0.01,0.04,43.3,0.35,7.73,38.93,0.0,2,1778742000
74.96,0.01,0.04,41.25,0.34,7.57,38.1,0.0,2,1778745600
75.36,0.01,0.04,39.57,0.32,7.42,37.04,0.0,2,1778749200
76.4,0.01,0.04,38.44,0.31,7.32,36.19,0.0,2,1778752800
77.14,0.01,0.04,37.48,0.31,7.26,35.77,0.0,2,1778756400
77.65,0.01,0.04,36.77,0.31,7.26,36.1,0.0,2,1778760000
77.67,0.01,0.05,36.22,0.31,7.27,37.04,0.0,2,1778763600
77.05,0.0,0.06,35.51,0.32,7.29,38.48,0.0,2,1778767200
75.92,0.0,0.07,34.56,0.33,7.37,40.42,0.0,2,1778770800
74.41,0.0,0.08,33.56,0.33,7.43,42.22,0.0,2,1778774400
73.02,0.0,0.08,32.72,0.33,7.43,43.48,0.0,2,1778778000
71.77,0.0,0.08,31.93,0.33,7.36,43.76,0.0,2,1778781600
70.76,0.0,0.08,31.37,0.33,7.19,42.93,0.0,2,1778785200
70.31,0.0,0.09,31.33,0.33,7.04,41.83,0.0,2,1778788800
70.29,0.0,0.09,31.92,0.32,6.95,41.07,0.0,2,1778792400
70.97,0.0,0.08,33.13,0.32,6.99,41.02,0.0,2,1778796000
71.73,0.0,0.08,34.18,0.32,7.1,41.47,0.0,2,1778799600
72.46,0.0,0.08,34.63,0.33,7.27,42.05,0.0,2,1778803200
72.95,0.0,0.08,34.76,0.33,7.45,42.77,0.0,2,1778806800
73.66,0.0,0.09,35.05,0.34,7.59,43.31,0.0,2,1778810400
74.57,0.01,0.08,35.78,0.34,7.7,43.54,0.0,2,1778814000
75.28,0.01,0.07,36.73,0.34,7.75,43.42,0.0,2,1778817600
75.88,0.01,0.06,37.47,0.33,7.78,43.09,0.0,2,1778821200
76.11,0.01,0.05,37.82,0.32,7.84,42.84,0.0,2,1778824800
76.31,0.01,0.05,37.95,0.31,7.93,42.78,0.0,2,1778828400
76.14,0.01,0.04,37.41,0.31,8.02,42.76,0.0,2,1778832000
76.14,0.01,0.04,36.89,0.3,8.09,42.7,0.0,2,1778835600
76.42,0.01,0.04,36.7,0.29,8.13,42.6,0.0,2,1778839200
76.63,0.01,0.04,36.74,0.29,8.17,42.44,0.0,2,1778842800
76.89,0.01,0.04,37.02,0.28,8.17,42.14,0.0,2,1778846400
77.22,0.01,0.05,37.55,0.28,8.17,41.9,0.0,2,1778850000
77.39,0.0,0.06,38.03,0.28,8.14,41.62,0.0,2,1778853600
77.42,0.0,0.07,38.32,0.27,8.09,41.46,0.0,2,1778857200
77.41,0.0,0.07,38.64,0.27,8.03,41.22,0.0,2,1778860800
77.49,0.0,0.06,39.12,0.27,8.0,41.29,0.0,2,1778864400
77.71,0.0,0.06,39.88,0.28,7.99,41.42,0.0,2,1778868000
77.93,0.0,0.06,40.71,0.28,7.98,41.66,0.0,2,1778871600
78.24,0.0,0.06,41.76,0.28,7.99,41.97,0.0,2,1778875200
78.5,0.0,0.06,42.9,0.28,8.0,42.15,0.0,2,1778878800
78.93,0.0,0.06,44.19,0.29,8.01,42.45,0.0,2,1778882400
79.0,0.0,0.06,44.99,0.29,8.01,42.38,0.0,2,1778886000
79.18,0.0,0.06,45.52,0.29,8.0,42.24,0.0,2,1778889600
79.33,0.0,0.06,46.16,0.29,8.03,42.25,0.0,2,1778893200
79.56,0.0,0.07,46.87,0.29,8.09,42.55,0.0,2,1778896800
79.71,0.01,0.06,47.49,0.29,8.19,43.25,0.0,2,1778900400
79.88,0.01,0.05,47.96,0.28,8.33,44.35,0.0,2,1778904000
80.05,0.01,0.04,48.36,0.27,8.51,45.54,0.0,2,1778907600
80.36,0.01,0.04,48.25,0.26,8.7,46.7,0.0,2,1778911200
80.68,0.01,0.03,47.87,0.25,8.87,48.04,0.0,2,1778914800
80.76,0.01,0.03,47.21,0.23,9.01,49.19,0.0,2,1778918400
80.71,0.01,0.03,46.08,0.22,9.05,49.51,0.0,2,1778922000
80.67,0.01,0.03,45.01,0.21,9.04,49.41,0.0,2,1778925600
80.45,0.01,0.03,43.84,0.2,9.0,48.79,0.0,2,1778929200
80.23,0.01,0.03,43.23,0.19,8.96,48.14,0.0,2,1778932800
80.17,0.01,0.04,43.17,0.18,8.96,47.76,0.0,2,1778936400
80.41,0.0,0.05,43.4,0.18,8.96,47.52,0.0,2,1778940000
80.5,0.0,0.06,43.81,0.18,8.98,47.3,0.0,2,1778943600
80.53,0.0,0.06,44.27,0.18,8.96,47.02,0.0,2,1778947200
80.84,0.0,0.06,44.87,0.18,8.98,46.98,0.0,2,1778950800
81.15,0.0,0.06,45.48,0.18,9.01,46.88,0.0,2,1778954400
81.43,0.0,0.06,45.98,0.19,9.0,46.54,0.0,2,1778958000
81.72,0.0,0.05,46.6,0.19,9.03,46.45,0.0,2,1778961600
81.99,0.0,0.05,47.12,0.2,9.08,46.5,0.0,2,1778965200
82.38,0.0,0.05,47.45,0.2,9.19,46.64,0.0,2,1778968800
82.73,0.0,0.05,47.78,0.21,9.34,46.94,0.0,2,1778972400
83.22,0.0,0.05,48.14,0.21,9.53,47.39,0.0,2,1778976000
83.53,0.0,0.05,48.62,0.2,9.8,48.16,0.0,2,1778979600
84.08,0.0,0.06,49.23,0.2,10.09,49.08,0.0,2,1778983200
84.63,0.01,0.05,49.85,0.19,10.38,49.97,0.0,2,1778986800
84.8,0.01,0.04,50.07,0.18,10.64,50.82,0.0,3,1778990400
85.1,0.01,0.03,49.81,0.18,10.9,51.79,0.0,3,1778994000
85.21,0.01,0.03,48.77,0.17,11.13,52.72,0.0,3,1778997600
85.1,0.01,0.03,46.94,0.16,11.31,53.39,0.0,3,1779001200
84.8,0.01,0.03,44.92,0.15,11.44,54.15,0.0,3,1779004800
84.48,0.01,0.03,43.01,0.15,11.55,55.09,0.0,3,1779008400
84.36,0.01,0.03,41.46,0.15,11.66,56.36,0.0,3,1779012000
83.92,0.01,0.03,40.22,0.15,11.7,57.5,0.0,3,1779015600
83.57,0.01,0.03,39.36,0.15,11.63,58.28,0.0,3,1779019200
83.28,0.01,0.04,39.11,0.16,11.49,58.81,0.0,3,1779022800
83.04,0.0,0.06,39.05,0.17,11.24,58.6,0.0,3,1779026400
82.79,0.0,0.06,39.46,0.18,10.9,58.0,0.0,3,1779030000
82.67,0.0,0.07,40.4,0.18,10.6,57.47,0.0,3,1779033600
82.77,0.0,0.06,41.76,0.19,10.36,57.17,0.0,3,1779037200
83.01,0.0,0.06,43.34,0.19,10.17,56.54,0.0,3,1779040800
82.99,0.0,0.06,44.79,0.2,9.93,55.25,0.0,3,1779044400
83.0,0.0,0.06,46.0,0.2,9.72,53.85,0.0,3,1779048000
82.9,0.0,0.06,46.66,0.21,9.53,52.61,0.0,3,1779051600
82.74,0.0,0.06,47.0,0.22,9.34,51.33,0.0,3,1779055200
82.43,0.0,0.06,47.08,0.22,9.07,49.73,0.0,2,1779058800
82.14,0.0,0.06,47.07,0.22,8.82,48.24,0.0,2,1779062400
82.28,0.0,0.06,47.63,0.22,8.68,47.72,0.0,2,1779066000
82.74,0.0,0.06,49.22,0.22,8.74,49.11,0.0,2,1779069600
83.24,0.0,0.05,51.6,0.22,8.99,52.05,0.0,3,1779073200
83.77,0.01,0.04,53.84,0.22,9.42,56.2,0.0,3,1779076800
83.89,0.01,0.04,54.65,0.21,9.83,59.72,0.0,3,1779080400
83.84,0.01,0.03,54.02,0.21,10.11,62.17,0.0,3,1779084000
83.84,0.01,0.03,52.73,0.2,10.3,63.88,0.0,3,1779087600
83.41,0.01,0.03,50.91,0.2,10.38,64.81,0.0,3,1779091200
83.14,0.01,0.03,48.99,0.2,10.38,65.22,0.0,3,1779094800
83.03,0.01,0.03,47.58,0.2,10.36,65.33,0.0,3,1779098400
82.88,0.01,0.03,46.84,0.21,10.29,64.68,0.0,3,1779102000
82.77,0.01,0.03,46.62,0.21,10.11,62.71,0.0,3,1779105600
82.77,0.01,0.04,46.83,0.21,9.76,59.53,0.0,3,1779109200
82.5,0.0,0.05,46.72,0.22,9.18,55.21,0.0,3,1779112800
82.09,0.0,0.06,46.25,0.23,8.5,50.57,0.0,3,1779116400
81.52,0.0,0.06,45.68,0.25,7.98,46.89,0.0,2,1779120000
81.37,0.0,0.06,45.59,0.26,7.79,45.02,0.0,2,1779123600
81.55,0.0,0.06,46.26,0.27,7.94,45.02,0.0,2,1779127200
82.18,0.0,0.06,47.66,0.28,8.35,46.65,0.0,2,1779130800
82.99,0.0,0.06,49.42,0.29,8.88,49.32,0.0,2,1779134400
83.7,0.0,0.06,51.04,0.3,9.39,52.14,0.0,3,1779138000
84.41,0.0,0.06,52.41,0.31,9.8,54.58,0.0,3,1779141600
84.89,0.0,0.06,53.45,0.32,10.06,56.05,0.0,3,1779145200
85.44,0.0,0.06,54.71,0.33,10.25,56.78,0.0,3,1779148800
86.77,0.0,0.08,50.55,0.37,17.41,99.4,0.0,3,1779238800
86.51,0.0,0.09,51.43,0.37,18.51,109.3,0.0,4,1779242400
86.68,0.01,0.08,52.8,0.37,19.56,118.67,0.0,4,1779246000
86.88,0.01,0.07,54.49,0.38,20.66,127.73,0.0,4,1779249600
86.97,0.01,0.06,54.88,0.38,21.21,132.06,0.0,4,1779253200
86.99,0.01,0.05,54.63,0.38,21.56,134.84,0.0,4,1779256800
87.02,0.01,0.05,53.96,0.37,21.76,136.37,0.0,4,1779260400
86.93,0.01,0.04,52.77,0.36,21.77,135.64,0.0,4,1779264000
86.95,0.01,0.04,51.49,0.34,21.79,133.94,0.0,4,1779267600
87.16,0.01,0.04,50.56,0.33,21.83,131.45,0.0,4,1779271200
87.34,0.01,0.04,49.79,0.33,21.62,126.52,0.0,4,1779274800
87.22,0.01,0.05,49.21,0.32,21.07,118.84,0.0,4,1779278400
87.41,0.01,0.06,49.08,0.32,20.41,110.36,0.0,4,1779282000
87.56,0.0,0.07,48.97,0.31,19.6,101.5,0.0,4,1779285600
87.66,0.0,0.08,48.86,0.31,18.7,93.08,0.0,3,1779289200
87.81,0.0,0.08,48.91,0.3,17.89,86.48,0.0,3,1779292800
88.24,0.0,0.08,49.32,0.3,17.25,81.57,0.0,3,1779296400
88.66,0.0,0.07,49.84,0.31,16.67,77.7,0.0,3,1779300000
88.88,0.0,0.07,50.22,0.31,16.15,74.74,0.0,3,1779303600
89.25,0.0,0.07,50.52,0.32,15.81,72.74,0.0,3,1779307200
89.38,0.0,0.07,50.88,0.32,15.59,71.58,0.0,3,1779310800
89.6,0.0,0.07,51.57,0.33,15.48,71.26,0.0,3,1779314400
89.68,0.0,0.07,52.38,0.33,15.46,72.12,0.0,3,1779318000
89.62,0.0,0.07,53.14,0.33,15.53,74.16,0.0,3,1779321600
89.34,0.0,0.07,53.58,0.33,15.67,76.79,0.0,3,1779325200
89.11,0.0,0.08,53.96,0.33,15.84,79.47,0.0,3,1779328800
89.08,0.01,0.07,54.19,0.33,15.96,81.87,0.0,3,1779332400
89.0,0.01,0.06,54.34,0.33,16.05,83.85,0.0,3,1779336000
88.63,0.01,0.05,53.94,0.32,16.0,84.48,0.0,3,1779339600
88.2,0.01,0.04,52.72,0.31,15.84,83.78,0.0,3,1779343200
87.63,0.01,0.04,50.92,0.3,15.55,82.18,0.0,3,1779346800
86.9,0.01,0.04,48.96,0.3,15.22,80.6,0.0,3,1779350400
86.41,0.01,0.04,47.31,0.29,14.92,79.66,0.0,3,1779354000
86.28,0.01,0.04,46.19,0.29,14.66,79.63,0.0,3,1779357600
86.03,0.01,0.04,45.47,0.29,14.41,79.65,0.0,3,1779361200
85.98,0.01,0.04,45.59,0.29,14.29,80.36,0.0,3,1779364800
86.23,0.01,0.05,46.5,0.3,14.44,82.92,0.0,3,1779368400
86.7,0.0,0.07,47.71,0.31,14.75,85.96,0.0,3,1779372000
87.0,0.0,0.07,48.96,0.32,15.11,89.03,0.0,3,1779375600
87.3,0.0,0.07,49.92,0.32,15.46,91.7,0.0,3,1779379200
87.6,0.0,0.07,50.8,0.32,15.8,94.52,0.0,3,1779382800
87.72,0.0,0.07,51.63,0.32,16.22,97.46,0.0,3,1779386400
87.6,0.0,0.07,52.17,0.32,16.61,100.22,0.0,4,1779390000
87.43,0.0,0.06,52.58,0.31,17.02,103.03,0.0,4,1779393600
87.08,0.0,0.06,52.77,0.31,17.37,105.43,0.0,4,1779397200
86.8,0.0,0.06,52.92,0.31,17.64,107.61,0.0,4,1779400800
86.28,0.0,0.06,52.85,0.3,17.76,109.04,0.0,4,1779404400
85.85,0.0,0.06,52.48,0.29,17.72,109.16,0.0,4,1779408000
85.17,0.0,0.06,51.77,0.28,17.54,106.97,0.0,4,1779411600
84.83,0.0,0.07,51.2,0.27,17.35,104.19,0.0,4,1779415200
84.59,0.0,0.06,50.82,0.26,17.15,102.03,0.0,4,1779418800
84.24,0.01,0.05,50.5,0.25,17.0,101.62,0.0,4,1779422400
84.27,0.01,0.04,50.39,0.23,17.05,103.02,0.0,4,1779426000
84.38,0.01,0.04,49.98,0.22,17.12,104.26,0.0,4,1779429600
84.47,0.01,0.03,49.25,0.21,17.18,105.29,0.0,4,1779433200
84.49,0.01,0.03,48.17,0.2,17.2,105.68,0.0,4,1779436800
84.52,0.01,0.03,47.07,0.2,17.21,105.87,0.0,4,1779440400
84.81,0.01,0.03,46.28,0.19,17.23,105.99,0.0,4,1779444000
84.99,0.01,0.03,45.76,0.19,17.21,105.79,0.0,4,1779447600
85.11,0.01,0.03,45.71,0.19,17.19,105.3,0.0,4,1779451200
85.63,0.0,0.04,46.11,0.2,17.23,104.94,0.0,4,1779454800
85.75,0.0,0.05,46.38,0.2,17.27,104.4,0.0,4,1779458400
85.58,0.0,0.06,46.56,0.2,17.34,104.06,0.0,4,1779462000
85.57,0.0,0.06,46.84,0.21,17.45,103.86,0.0,4,1779465600
85.59,0.0,0.06,47.38,0.21,17.59,103.74,0.0,4,1779469200
85.73,0.0,0.06,47.95,0.22,17.65,103.4,0.0,4,1779472800
85.58,0.0,0.06,48.26,0.23,17.55,102.38,0.0,4,1779476400
85.33,0.0,0.06,48.43,0.23,17.41,101.6,0.0,4,1779480000
85.19,0.0,0.06,48.56,0.24,17.28,101.09,0.0,4,1779483600
85.11,0.0,0.06,49.07,0.25,17.33,101.49,0.0,4,1779487200
85.53,0.0,0.06,50.46,0.25,17.72,104.15,0.0,4,1779490800
85.74,0.0,0.06,51.81,0.26,18.27,108.25,0.0,4,1779494400
86.23,0.0,0.06,53.19,0.26,18.9,113.5,0.0,4,1779498000
86.49,0.0,0.07,54.3,0.26,19.42,117.89,0.0,4,1779501600
86.72,0.0,0.06,55.17,0.25,19.74,120.68,0.0,4,1779505200
86.77,0.01,0.05,55.58,0.24,19.81,121.42,0.0,4,1779508800
86.89,0.01,0.04,55.35,0.23,19.79,121.44,0.0,4,1779512400
86.8,0.01,0.04,54.3,0.21,19.71,121.0,0.0,4,1779516000
86.68,0.01,0.03,52.7,0.19,19.5,119.74,0.0,4,1779519600
86.35,0.01,0.03,50.91,0.18,19.09,116.89,0.0,4,1779523200
86.26,0.01,0.03,49.2,0.17,18.48,112.57,0.0,4,1779526800
86.17,0.01,0.03,47.7,0.16,17.76,107.44,0.0,4,1779530400
85.86,0.01,0.03,46.14,0.16,16.91,101.73,0.0,4,1779534000
85.54,0.01,0.03,45.03,0.16,15.97,95.49,0.0,3,1779537600
85.48,0.01,0.04,44.63,0.16,15.12,89.7,0.0,3,1779541200
85.4,0.0,0.06,44.55,0.17,14.4,84.95,0.0,3,1779544800
85.49,0.0,0.06,44.59,0.18,13.82,81.27,0.0,3,1779548400
85.56,0.0,0.06,44.94,0.18,13.35,78.18,0.0,3,1779552000
85.8,0.0,0.07,45.89,0.19,12.91,74.82,0.0,3,1779555600
86.11,0.0,0.07,46.99,0.19,12.36,70.62,0.0,3,1779559200
